ensembl_gene_id	chromosome_id	start_position	end_position
ENSOCUG00000026210	3192	1327563	1330954
ENSOCUG00000027052	3192	1825785	1833396
ENSOCUG00000027259	3192	1431410	1431565
ENSOCUG00000027383	3192	421878	424238
ENSOCUG00000027396	3192	1823401	1833875
ENSOCUG00000027802	3192	1369931	1372193
ENSOCUG00000029037	3192	1873808	1875295
ENSOCUG00000029133	3192	1682714	1684276
ENSOCUG00000029391	3192	1226885	1230171
ENSOCUG00000029438	3192	1674770	1679939
ENSOCUG00000029542	3192	1647106	1651366
ENSOCUG00000029613	3192	1962425	1964004
ENSOCUG00000003341	3187	1238116	1259554
ENSOCUG00000003828	3187	245153	329626
ENSOCUG00000005032	3187	1689932	1754479
ENSOCUG00000006429	3187	1139165	1233439
ENSOCUG00000006434	3187	1000851	1137948
ENSOCUG00000010966	3187	699587	766923
ENSOCUG00000014169	3187	152336	181782
ENSOCUG00000014795	3187	1410896	1660832
ENSOCUG00000014817	3187	1668247	1680251
ENSOCUG00000015227	3187	352698	619750
ENSOCUG00000016265	3187	210433	218679
ENSOCUG00000024722	3187	685899	688610
ENSOCUG00000000100	3188	762078	832090
ENSOCUG00000000258	3188	203439	237590
ENSOCUG00000000719	3188	1207386	1210569
ENSOCUG00000000722	3188	841114	1201713
ENSOCUG00000004209	3188	299869	301998
ENSOCUG00000017031	3188	1333705	1386920
ENSOCUG00000021781	3188	1771406	1772545
ENSOCUG00000022134	3188	1823768	1824655
ENSOCUG00000023368	3188	674815	760538
ENSOCUG00000023694	3188	1815718	1820897
ENSOCUG00000029361	3188	1724758	1727468
ENSOCUG00000001042	3186	416510	419396
ENSOCUG00000004037	3186	1066558	1134406
ENSOCUG00000005621	3186	421467	426784
ENSOCUG00000010406	3186	380613	387955
ENSOCUG00000010417	3186	388185	395614
ENSOCUG00000012380	3186	131664	143859
ENSOCUG00000016865	3186	528716	615666
ENSOCUG00000017968	3186	296096	315917
ENSOCUG00000021234	3186	254163	254885
ENSOCUG00000021752	3186	1144377	1145525
ENSOCUG00000023365	3186	97882	120738
ENSOCUG00000023377	3186	857482	1059016
ENSOCUG00000025675	3186	652760	673949
ENSOCUG00000026920	3186	990527	1139481
ENSOCUG00000029727	3186	407751	416657
ENSOCUG00000003611	3183	1414033	1424514
ENSOCUG00000003615	3183	1424607	1457785
ENSOCUG00000007918	3183	358327	385074
ENSOCUG00000008557	3183	995389	1388280
ENSOCUG00000017020	3183	386153	411307
ENSOCUG00000017025	3183	449220	490333
ENSOCUG00000026520	3183	1394508	1408195
ENSOCUG00000027806	3183	223320	225522
ENSOCUG00000028162	3183	275671	310972
ENSOCUG00000001197	3184	1261157	1371731
ENSOCUG00000002796	3184	117074	118465
ENSOCUG00000002847	3184	1202366	1228121
ENSOCUG00000005388	3184	599626	634857
ENSOCUG00000006278	3184	99791	101065
ENSOCUG00000008008	3184	1510360	1510869
ENSOCUG00000008722	3184	903068	1093157
ENSOCUG00000011747	3184	519082	543270
ENSOCUG00000016847	3184	704908	819379
ENSOCUG00000022420	3184	1167173	1167812
ENSOCUG00000022885	3184	1239539	1239801
ENSOCUG00000024932	3184	396985	397389
ENSOCUG00000026972	3184	397543	397977
ENSOCUG00000029137	3184	89562	91000
ENSOCUG00000029355	3184	1642490	1654653
ENSOCUG00000029625	3184	103920	105395
ENSOCUG00000000387	3185	1131120	1140459
ENSOCUG00000000389	3185	1147336	1155709
ENSOCUG00000000393	3185	1164010	1171055
ENSOCUG00000000423	3185	902557	994482
ENSOCUG00000000872	3185	1008461	1083833
ENSOCUG00000001945	3185	1519269	1519762
ENSOCUG00000001950	3185	1624978	1628641
ENSOCUG00000003116	3185	1545536	1650995
ENSOCUG00000003799	3185	528244	536284
ENSOCUG00000003800	3185	551447	552397
ENSOCUG00000003805	3185	560934	561827
ENSOCUG00000006129	3185	603908	610215
ENSOCUG00000007545	3185	1717165	1729213
ENSOCUG00000007551	3185	1727898	1734573
ENSOCUG00000008177	3185	737331	814749
ENSOCUG00000009348	3185	1661178	1661465
ENSOCUG00000009582	3185	681292	692294
ENSOCUG00000017559	3185	429358	474954
ENSOCUG00000021032	3185	1486339	1487245
ENSOCUG00000021092	3185	1281412	1281887
ENSOCUG00000021346	3185	1400802	1401238
ENSOCUG00000021868	3185	1539145	1541302
ENSOCUG00000021946	3185	821652	840206
ENSOCUG00000022013	3185	1551806	1552271
ENSOCUG00000022171	3185	610581	656435
ENSOCUG00000022737	3185	1418459	1418982
ENSOCUG00000022760	3185	1475768	1476935
ENSOCUG00000022873	3185	212545	244383
ENSOCUG00000022958	3185	1318842	1319349
ENSOCUG00000023047	3185	1248234	1249507
ENSOCUG00000023224	3185	1388988	1390357
ENSOCUG00000023548	3185	1375868	1376297
ENSOCUG00000023606	3185	1460496	1461104
ENSOCUG00000023970	3185	1603163	1642080
ENSOCUG00000024613	3185	1542772	1543285
ENSOCUG00000025150	3185	1294944	1295436
ENSOCUG00000025211	3185	1179391	1183805
ENSOCUG00000025257	3185	1305282	1306028
ENSOCUG00000025817	3185	1394050	1394383
ENSOCUG00000025877	3185	1558717	1559724
ENSOCUG00000025914	3185	1143069	1143650
ENSOCUG00000026000	3185	1191062	1195401
ENSOCUG00000026020	3185	1562537	1562996
ENSOCUG00000026396	3185	496574	521190
ENSOCUG00000026642	3185	1219792	1220082
ENSOCUG00000026804	3185	1222446	1222889
ENSOCUG00000026937	3185	1555154	1556140
ENSOCUG00000027354	3185	880313	891781
ENSOCUG00000027848	3185	1208905	1209310
ENSOCUG00000028127	3185	1384046	1384974
ENSOCUG00000029171	3185	1391861	1392302
ENSOCUG00000029175	3185	1220622	1221359
ENSOCUG00000029205	3185	1607528	1608029
ENSOCUG00000029309	3185	1536352	1536811
ENSOCUG00000029371	3185	1428198	1428751
ENSOCUG00000000236	3182	10433	15066
ENSOCUG00000001628	3182	24426	136366
ENSOCUG00000002903	3182	360791	378898
ENSOCUG00000003061	3182	978054	1029659
ENSOCUG00000011649	3182	1292126	1493029
ENSOCUG00000011669	3182	1505923	1507692
ENSOCUG00000012038	3182	532203	642152
ENSOCUG00000027664	3182	251467	251601
ENSOCUG00000000298	3181	104792	108035
ENSOCUG00000000300	3181	97146	103857
ENSOCUG00000000304	3181	89091	96713
ENSOCUG00000000306	3181	81403	86146
ENSOCUG00000001792	3181	1018473	1058787
ENSOCUG00000001829	3181	1212375	1327342
ENSOCUG00000002437	3181	825142	839783
ENSOCUG00000002444	3181	778746	779444
ENSOCUG00000002447	3181	741873	763289
ENSOCUG00000003944	3181	887881	911665
ENSOCUG00000005390	3181	117830	118897
ENSOCUG00000007932	3181	711682	712623
ENSOCUG00000007939	3181	674514	688216
ENSOCUG00000008252	3181	933400	954874
ENSOCUG00000010572	3181	866076	873197
ENSOCUG00000010576	3181	853628	862111
ENSOCUG00000010584	3181	841557	856121
ENSOCUG00000012436	3181	267677	268459
ENSOCUG00000012848	3181	771794	772237
ENSOCUG00000014924	3181	1342052	1357320
ENSOCUG00000015313	3181	5324	5839
ENSOCUG00000015333	3181	176380	192343
ENSOCUG00000015340	3181	145441	146106
ENSOCUG00000015693	3181	820709	823706
ENSOCUG00000016326	3181	1179314	1198915
ENSOCUG00000017210	3181	1475551	1485508
ENSOCUG00000023380	3181	606716	640385
ENSOCUG00000023479	3181	88708	93036
ENSOCUG00000023746	3181	3664	49449
ENSOCUG00000024419	3181	68082	77682
ENSOCUG00000024710	3181	294420	570858
ENSOCUG00000025181	3181	574407	582769
ENSOCUG00000025566	3181	720304	724850
ENSOCUG00000025816	3181	223484	224194
ENSOCUG00000025962	3181	875213	879416
ENSOCUG00000026110	3181	414455	421853
ENSOCUG00000027046	3181	446089	453418
ENSOCUG00000027203	3181	238893	246899
ENSOCUG00000000682	3180	143843	179767
ENSOCUG00000012829	3180	178599	255626
ENSOCUG00000023484	3180	35306	56304
ENSOCUG00000024296	3180	363053	432997
ENSOCUG00000027965	3180	444	30008
ENSOCUG00000011001	3178	1267143	1268137
ENSOCUG00000022062	3178	1110162	1110940
ENSOCUG00000023494	3178	1276782	1284583
ENSOCUG00000023539	3178	576975	578645
ENSOCUG00000000799	3179	857484	859970
ENSOCUG00000001406	3179	1247513	1272052
ENSOCUG00000002886	3179	1220966	1222594
ENSOCUG00000003543	3179	1061014	1122408
ENSOCUG00000003567	3179	1189173	1194155
ENSOCUG00000007613	3179	1070092	1082373
ENSOCUG00000008602	3179	373726	552086
ENSOCUG00000008616	3179	497983	499419
ENSOCUG00000010118	3179	1423483	1438484
ENSOCUG00000010122	3179	1342706	1346373
ENSOCUG00000011331	3179	253468	260077
ENSOCUG00000011337	3179	289959	294009
ENSOCUG00000013828	3179	1462424	1464476
ENSOCUG00000016607	3179	1434303	1493756
ENSOCUG00000016621	3179	1492522	1495912
ENSOCUG00000016628	3179	1498839	1500783
ENSOCUG00000021348	3179	1505978	1506796
ENSOCUG00000021529	3179	758421	759317
ENSOCUG00000022264	3179	79661	81251
ENSOCUG00000022361	3179	1328997	1338958
ENSOCUG00000022413	3179	1142788	1157237
ENSOCUG00000022636	3179	648302	649213
ENSOCUG00000023040	3179	633924	634820
ENSOCUG00000023384	3179	737384	738295
ENSOCUG00000024199	3179	840647	841558
ENSOCUG00000024505	3179	1361229	1368282
ENSOCUG00000024587	3179	805052	805966
ENSOCUG00000024758	3179	187073	189634
ENSOCUG00000025125	3179	206021	207067
ENSOCUG00000025386	3179	1448389	1460216
ENSOCUG00000025927	3179	583949	584845
ENSOCUG00000026748	3179	949080	952099
ENSOCUG00000026820	3179	2476	5038
ENSOCUG00000026909	3179	1002458	1003424
ENSOCUG00000027362	3179	902869	903780
ENSOCUG00000027687	3179	460524	461510
ENSOCUG00000027702	3179	894081	894977
ENSOCUG00000029011	3179	297550	307714
ENSOCUG00000029012	3179	1136201	1136377
ENSOCUG00000029193	3179	326848	334730
ENSOCUG00000029243	3179	267739	273634
ENSOCUG00000029338	3179	955093	961511
ENSOCUG00000029394	3179	1038364	1039785
ENSOCUG00000029400	3179	559217	566860
ENSOCUG00000029563	3179	430876	435871
ENSOCUG00000029572	3179	819089	824790
ENSOCUG00000029585	3179	1369785	1387912
ENSOCUG00000029759	3179	1307603	1308853
ENSOCUG00000000134	3177	893747	942350
ENSOCUG00000000234	3177	392830	529614
ENSOCUG00000000944	3177	197259	215735
ENSOCUG00000001005	3177	45876	154752
ENSOCUG00000005616	3177	949153	1007987
ENSOCUG00000005633	3177	1031937	1062338
ENSOCUG00000006768	3177	176310	186093
ENSOCUG00000008739	3177	1217150	1282758
ENSOCUG00000008751	3177	1294676	1306062
ENSOCUG00000010830	3177	291727	344884
ENSOCUG00000011867	3177	367773	370418
ENSOCUG00000013118	3177	605142	820691
ENSOCUG00000014254	3177	1444930	1449687
ENSOCUG00000014262	3177	1454661	1469879
ENSOCUG00000015146	3177	278150	278404
ENSOCUG00000022030	3177	1209902	1216501
ENSOCUG00000022260	3177	349817	366490
ENSOCUG00000024109	3177	24610	41825
ENSOCUG00000025866	3177	1316509	1403464
ENSOCUG00000027230	3177	4449	22278
ENSOCUG00000029220	3177	1146002	1201961
ENSOCUG00000001170	3175	97326	125467
ENSOCUG00000001782	3175	973214	991761
ENSOCUG00000001783	3175	960116	966928
ENSOCUG00000002063	3175	203130	276561
ENSOCUG00000002760	3175	1198817	1240561
ENSOCUG00000004554	3175	814056	952970
ENSOCUG00000005132	3175	806341	809179
ENSOCUG00000010358	3175	818814	819443
ENSOCUG00000011195	3175	1075494	1078021
ENSOCUG00000011202	3175	1010215	1071268
ENSOCUG00000011326	3175	867177	872752
ENSOCUG00000011366	3175	78661	88685
ENSOCUG00000012196	3175	1143647	1150916
ENSOCUG00000013325	3175	1152401	1156743
ENSOCUG00000013328	3175	1158278	1175929
ENSOCUG00000017294	3175	904468	905151
ENSOCUG00000017297	3175	893764	904332
ENSOCUG00000017306	3175	885403	891814
ENSOCUG00000017663	3175	376694	499972
ENSOCUG00000017685	3175	575557	582365
ENSOCUG00000021213	3175	188430	196337
ENSOCUG00000022131	3175	148652	192160
ENSOCUG00000022152	3175	544205	557767
ENSOCUG00000022520	3175	1386737	1388074
ENSOCUG00000023577	3175	1407809	1408965
ENSOCUG00000025224	3175	624441	647620
ENSOCUG00000026157	3175	1115460	1141436
ENSOCUG00000026916	3175	339520	398848
ENSOCUG00000001054	3174	15602	42391
ENSOCUG00000001055	3174	55520	63925
ENSOCUG00000001057	3174	75217	127221
ENSOCUG00000001060	3174	130255	165685
ENSOCUG00000006729	3174	723592	855818
ENSOCUG00000006734	3174	868172	1125158
ENSOCUG00000007170	3174	611735	616784
ENSOCUG00000012203	3174	332275	398111
ENSOCUG00000012219	3174	402208	413104
ENSOCUG00000016082	3174	624108	633727
ENSOCUG00000017339	3174	470087	604232
ENSOCUG00000017781	3174	233612	272373
ENSOCUG00000022871	3174	170292	177236
ENSOCUG00000028070	3174	195798	198798
ENSOCUG00000029134	3174	1248450	1382386
ENSOCUG00000000552	3173	253225	297254
ENSOCUG00000000555	3173	246380	255142
ENSOCUG00000000558	3173	216417	236994
ENSOCUG00000000874	3173	830908	840537
ENSOCUG00000000877	3173	799371	802291
ENSOCUG00000004436	3173	1077770	1212142
ENSOCUG00000005369	3173	419047	454883
ENSOCUG00000008321	3173	299516	314002
ENSOCUG00000009522	3173	384768	391774
ENSOCUG00000009525	3173	375748	383854
ENSOCUG00000010121	3173	814099	822309
ENSOCUG00000010846	3173	948627	1030854
ENSOCUG00000010861	3173	937581	945970
ENSOCUG00000010890	3173	736931	740477
ENSOCUG00000010898	3173	690357	708209
ENSOCUG00000011183	3173	130091	131032
ENSOCUG00000011511	3173	502443	565870
ENSOCUG00000011756	3173	914503	926915
ENSOCUG00000011763	3173	903320	913083
ENSOCUG00000011769	3173	883181	901740
ENSOCUG00000015871	3173	593466	634844
ENSOCUG00000016293	3173	763492	766718
ENSOCUG00000016603	3173	335429	343268
ENSOCUG00000021484	3173	383778	384626
ENSOCUG00000022205	3173	17945	20850
ENSOCUG00000022921	3173	840990	857367
ENSOCUG00000023159	3173	640086	654273
ENSOCUG00000023258	3173	68270	94218
ENSOCUG00000023906	3173	1268898	1276365
ENSOCUG00000024062	3173	654938	655186
ENSOCUG00000024299	3173	661579	677089
ENSOCUG00000024433	3173	786721	794031
ENSOCUG00000024580	3173	1334169	1335821
ENSOCUG00000025026	3173	393887	399049
ENSOCUG00000025105	3173	807596	810442
ENSOCUG00000025780	3173	567266	592935
ENSOCUG00000026658	3173	191655	207674
ENSOCUG00000027041	3173	1315515	1316414
ENSOCUG00000027248	3173	827779	829244
ENSOCUG00000027308	3173	655403	672487
ENSOCUG00000027412	3173	240397	243543
ENSOCUG00000027536	3173	657238	660865
ENSOCUG00000028208	3173	325059	327321
ENSOCUG00000029461	3173	679737	685581
ENSOCUG00000029481	3173	141840	152778
ENSOCUG00000000533	3172	1240010	1240913
ENSOCUG00000003185	3172	759409	785521
ENSOCUG00000003258	3172	1065940	1267483
ENSOCUG00000003266	3172	978757	1207320
ENSOCUG00000003646	3172	1289689	1310444
ENSOCUG00000004690	3172	812285	812839
ENSOCUG00000005059	3172	1179073	1198725
ENSOCUG00000005648	3172	407550	472678
ENSOCUG00000005974	3172	549334	564457
ENSOCUG00000006573	3172	1202460	1208237
ENSOCUG00000008149	3172	1276817	1286437
ENSOCUG00000008801	3172	828018	849669
ENSOCUG00000011884	3172	1324776	1334069
ENSOCUG00000012600	3172	900181	957646
ENSOCUG00000013504	3172	1081391	1085521
ENSOCUG00000015548	3172	65324	132949
ENSOCUG00000016790	3172	6178	181893
ENSOCUG00000017408	3172	1273015	1280125
ENSOCUG00000021323	3172	46502	46822
ENSOCUG00000022077	3172	1311385	1315853
ENSOCUG00000022848	3172	799658	806603
ENSOCUG00000026144	3172	748613	751946
ENSOCUG00000026844	3172	1320293	1322734
ENSOCUG00000027321	3172	30	1830
ENSOCUG00000001376	3171	1021639	1151214
ENSOCUG00000011795	3171	1216768	1304869
ENSOCUG00000012748	3171	896224	910742
ENSOCUG00000012755	3171	815577	890953
ENSOCUG00000015347	3171	285174	606002
ENSOCUG00000015357	3171	228984	268766
ENSOCUG00000021341	3171	247709	248498
ENSOCUG00000027475	3171	11314	72300
ENSOCUG00000007188	3168	1225692	1226857
ENSOCUG00000021842	3168	1957	7765
ENSOCUG00000022395	3168	383108	407803
ENSOCUG00000023975	3168	9788	22645
ENSOCUG00000024648	3168	703608	719179
ENSOCUG00000024982	3168	29588	34299
ENSOCUG00000027867	3168	105257	106348
ENSOCUG00000000587	3167	94398	217390
ENSOCUG00000002951	3167	1161317	1208562
ENSOCUG00000002956	3167	952570	1139145
ENSOCUG00000010272	3167	275680	331281
ENSOCUG00000026795	3167	741613	741933
ENSOCUG00000027746	3167	821418	823126
ENSOCUG00000005148	3176	563234	563608
ENSOCUG00000027071	3176	1423350	1444606
ENSOCUG00000029463	3176	1385775	1414773
ENSOCUG00000029464	3176	1405409	1406677
ENSOCUG00000004348	3169	479132	488281
ENSOCUG00000024089	3169	638451	639842
ENSOCUG00000029259	3169	487851	632500
ENSOCUG00000029349	3169	1046292	1092649
ENSOCUG00000003213	3170	218034	253975
ENSOCUG00000003221	3170	122084	170371
ENSOCUG00000015854	3170	558602	759690
ENSOCUG00000016140	3170	255385	495477
ENSOCUG00000016690	3170	848996	908362
ENSOCUG00000016700	3170	835879	836336
ENSOCUG00000017182	3170	951532	1027366
ENSOCUG00000017196	3170	922884	924861
ENSOCUG00000017892	3170	1150188	1204510
ENSOCUG00000017896	3170	1052861	1134405
ENSOCUG00000022611	3170	842661	844331
ENSOCUG00000023029	3170	760837	776237
ENSOCUG00000026542	3170	206653	207345
ENSOCUG00000009306	3166	819158	821636
ENSOCUG00000010063	3166	874225	1050373
ENSOCUG00000013799	3166	654118	765990
ENSOCUG00000021709	3166	736032	736361
ENSOCUG00000002233	3165	808807	818086
ENSOCUG00000002238	3165	822899	823921
ENSOCUG00000002915	3165	525256	526992
ENSOCUG00000004670	3165	441666	456807
ENSOCUG00000009884	3165	769120	788490
ENSOCUG00000009888	3165	743920	744864
ENSOCUG00000010744	3165	895336	941061
ENSOCUG00000012404	3165	1121775	1129325
ENSOCUG00000013554	3165	960260	979809
ENSOCUG00000014100	3165	614927	630334
ENSOCUG00000021691	3165	1200783	1206100
ENSOCUG00000022228	3165	95531	96433
ENSOCUG00000022620	3165	214665	215582
ENSOCUG00000023283	3165	315009	316417
ENSOCUG00000023571	3165	684383	685305
ENSOCUG00000023607	3165	422721	423656
ENSOCUG00000023827	3165	240920	241861
ENSOCUG00000023973	3165	995853	1008656
ENSOCUG00000024024	3165	552888	556202
ENSOCUG00000024099	3165	674488	675423
ENSOCUG00000024394	3165	337503	338432
ENSOCUG00000024697	3165	1163010	1179871
ENSOCUG00000024905	3165	384597	385511
ENSOCUG00000025151	3165	409360	410262
ENSOCUG00000025206	3165	814631	819897
ENSOCUG00000025286	3165	106629	107567
ENSOCUG00000025414	3165	1105051	1112844
ENSOCUG00000025592	3165	82382	83311
ENSOCUG00000025980	3165	825617	846254
ENSOCUG00000025986	3165	758898	759839
ENSOCUG00000025997	3165	1142934	1150494
ENSOCUG00000026084	3165	273627	274556
ENSOCUG00000026276	3165	1168179	1188152
ENSOCUG00000026527	3165	46261	47187
ENSOCUG00000027190	3165	123849	124787
ENSOCUG00000027582	3165	17784	27911
ENSOCUG00000027878	3165	1033606	1080986
ENSOCUG00000029419	3165	1136530	1138341
ENSOCUG00000029755	3165	565955	576521
ENSOCUG00000001322	3163	106504	128182
ENSOCUG00000010277	3163	1003963	1012498
ENSOCUG00000012259	3163	619230	620348
ENSOCUG00000013433	3163	142070	204240
ENSOCUG00000014233	3163	264664	319252
ENSOCUG00000015887	3163	642972	697869
ENSOCUG00000016234	3163	46438	104121
ENSOCUG00000016278	3163	425631	429168
ENSOCUG00000016285	3163	385679	422191
ENSOCUG00000016305	3163	378077	384318
ENSOCUG00000016314	3163	361186	363001
ENSOCUG00000025422	3163	1174650	1181658
ENSOCUG00000029328	3163	1158540	1174531
ENSOCUG00000029637	3163	1134683	1148261
ENSOCUG00000004950	3157	873456	948473
ENSOCUG00000007803	3157	232126	529622
ENSOCUG00000016120	3157	1115027	1139418
ENSOCUG00000022345	3157	806411	806843
ENSOCUG00000027497	3157	116835	216593
ENSOCUG00000005309	3160	61754	64825
ENSOCUG00000011516	3160	622052	686281
ENSOCUG00000011531	3160	714699	759184
ENSOCUG00000014828	3160	457543	481053
ENSOCUG00000014831	3160	514366	587351
ENSOCUG00000017066	3160	611653	614880
ENSOCUG00000021326	3160	922218	1003485
ENSOCUG00000026468	3160	498093	504301
ENSOCUG00000004774	3155	500463	545520
ENSOCUG00000004780	3155	461633	494598
ENSOCUG00000007071	3155	345126	451719
ENSOCUG00000007076	3155	334421	340808
ENSOCUG00000007603	3155	1078631	1111446
ENSOCUG00000009213	3155	673272	760829
ENSOCUG00000013547	3155	791286	813463
ENSOCUG00000016874	3155	596825	666959
ENSOCUG00000001876	3161	760831	770858
ENSOCUG00000001883	3161	722338	740389
ENSOCUG00000001889	3161	653674	677894
ENSOCUG00000002474	3161	559678	560559
ENSOCUG00000005400	3161	58573	59055
ENSOCUG00000007301	3161	879440	885103
ENSOCUG00000014416	3161	71020	71436
ENSOCUG00000020952	3161	279101	279997
ENSOCUG00000022270	3161	374311	375222
ENSOCUG00000023245	3161	840721	890390
ENSOCUG00000024768	3161	961913	967882
ENSOCUG00000025201	3161	813961	824294
ENSOCUG00000026330	3161	430886	431795
ENSOCUG00000026472	3161	243300	243500
ENSOCUG00000026825	3161	788774	799146
ENSOCUG00000027253	3161	552284	553210
ENSOCUG00000029403	3161	743883	746625
ENSOCUG00000000436	3162	409128	424391
ENSOCUG00000000438	3162	403356	407309
ENSOCUG00000001855	3162	375735	390702
ENSOCUG00000002397	3162	434593	463433
ENSOCUG00000008383	3162	604523	624896
ENSOCUG00000010127	3162	503390	589179
ENSOCUG00000010153	3162	594211	598896
ENSOCUG00000010366	3162	39321	67941
ENSOCUG00000013587	3162	120517	130396
ENSOCUG00000015828	3162	299211	324729
ENSOCUG00000015836	3162	326184	337959
ENSOCUG00000016983	3162	178012	218576
ENSOCUG00000017009	3162	271102	299138
ENSOCUG00000017385	3162	492457	493289
ENSOCUG00000022820	3162	643523	645544
ENSOCUG00000023217	3162	599643	602634
ENSOCUG00000023792	3162	252607	260773
ENSOCUG00000023857	3162	227104	240548
ENSOCUG00000029455	3162	465651	474793
ENSOCUG00000000142	3154	710942	878704
ENSOCUG00000001270	3154	16088	75318
ENSOCUG00000001360	3154	954776	1040440
ENSOCUG00000004254	3154	545057	548557
ENSOCUG00000007480	3154	502990	523338
ENSOCUG00000008669	3154	378858	450849
ENSOCUG00000009720	3154	688951	689464
ENSOCUG00000009730	3154	642737	684121
ENSOCUG00000012646	3154	925103	936367
ENSOCUG00000012660	3154	892455	928497
ENSOCUG00000017448	3154	572534	594596
ENSOCUG00000022218	3154	224444	225310
ENSOCUG00000022276	3154	1045135	1046079
ENSOCUG00000022784	3154	823580	824781
ENSOCUG00000023330	3154	604709	630614
ENSOCUG00000024176	3154	697134	707294
ENSOCUG00000024391	3154	1137853	1138773
ENSOCUG00000024504	3154	485600	486370
ENSOCUG00000024947	3154	472925	473263
ENSOCUG00000025372	3154	1053389	1054062
ENSOCUG00000027749	3154	690616	692278
ENSOCUG00000028040	3154	468060	469208
ENSOCUG00000016069	3153	1048511	1110061
ENSOCUG00000002698	3164	1465	99859
ENSOCUG00000003733	3164	537579	854246
ENSOCUG00000000071	3159	973374	1007727
ENSOCUG00000001031	3159	465847	473861
ENSOCUG00000003337	3159	482448	495605
ENSOCUG00000004599	3159	77498	83667
ENSOCUG00000005780	3159	19925	38073
ENSOCUG00000005892	3159	600117	609862
ENSOCUG00000005936	3159	578412	582189
ENSOCUG00000006002	3159	669946	676251
ENSOCUG00000006285	3159	689243	690954
ENSOCUG00000007131	3159	151587	158518
ENSOCUG00000007742	3159	239522	253417
ENSOCUG00000007817	3159	660338	667307
ENSOCUG00000009606	3159	497701	506657
ENSOCUG00000010570	3159	96454	106710
ENSOCUG00000010912	3159	341448	345539
ENSOCUG00000010917	3159	372285	376709
ENSOCUG00000010922	3159	381009	389941
ENSOCUG00000010924	3159	390435	392080
ENSOCUG00000010926	3159	394609	480597
ENSOCUG00000011695	3159	45284	62484
ENSOCUG00000012760	3159	545809	547786
ENSOCUG00000012768	3159	549602	568270
ENSOCUG00000012775	3159	1154075	1157790
ENSOCUG00000013044	3159	846736	847756
ENSOCUG00000013093	3159	873089	881489
ENSOCUG00000013103	3159	882135	882875
ENSOCUG00000013428	3159	565536	570659
ENSOCUG00000013434	3159	571741	573813
ENSOCUG00000013445	3159	574106	575056
ENSOCUG00000013947	3159	763731	764321
ENSOCUG00000015301	3159	11268	19657
ENSOCUG00000015978	3159	848546	860783
ENSOCUG00000016627	3159	165303	185766
ENSOCUG00000016775	3159	680798	688141
ENSOCUG00000016887	3159	514211	523934
ENSOCUG00000017671	3159	774221	779458
ENSOCUG00000017776	3159	306970	307962
ENSOCUG00000021287	3159	581726	584738
ENSOCUG00000022123	3159	88592	90898
ENSOCUG00000023618	3159	638753	657604
ENSOCUG00000024029	3159	807111	847375
ENSOCUG00000024212	3159	202689	219210
ENSOCUG00000024457	3159	782431	791404
ENSOCUG00000024466	3159	729103	733729
ENSOCUG00000024755	3159	689097	694646
ENSOCUG00000026101	3159	793657	806413
ENSOCUG00000026224	3159	196798	198697
ENSOCUG00000026229	3159	72997	75994
ENSOCUG00000026259	3159	187339	194368
ENSOCUG00000026349	3159	260792	261763
ENSOCUG00000026832	3159	256975	258074
ENSOCUG00000026833	3159	586029	593905
ENSOCUG00000027638	3159	349537	364737
ENSOCUG00000028995	3159	1033000	1033941
ENSOCUG00000029204	3159	903199	921966
ENSOCUG00000029555	3159	1083280	1142444
ENSOCUG00000029710	3159	626553	631439
ENSOCUG00000000193	3152	580180	638796
ENSOCUG00000002223	3152	962260	973341
ENSOCUG00000004416	3152	649026	686865
ENSOCUG00000004458	3152	40475	176407
ENSOCUG00000005769	3152	868083	914364
ENSOCUG00000006018	3152	716883	758644
ENSOCUG00000006763	3152	693524	699222
ENSOCUG00000007904	3152	257502	383019
ENSOCUG00000008343	3152	977336	987297
ENSOCUG00000009493	3152	919597	946033
ENSOCUG00000010486	3152	998972	1031553
ENSOCUG00000010494	3152	1034463	1062832
ENSOCUG00000011328	3152	299	39649
ENSOCUG00000011525	3152	1065843	1100066
ENSOCUG00000012971	3152	573073	577085
ENSOCUG00000021052	3152	991447	995739
ENSOCUG00000021642	3152	916730	918294
ENSOCUG00000022734	3152	761049	763445
ENSOCUG00000023879	3152	839846	850457
ENSOCUG00000024550	3152	520278	533396
ENSOCUG00000025140	3152	459179	500306
ENSOCUG00000025984	3152	856842	858339
ENSOCUG00000027662	3152	950270	959748
ENSOCUG00000001767	3149	928935	931608
ENSOCUG00000001768	3149	890584	913769
ENSOCUG00000002963	3149	58547	102492
ENSOCUG00000004119	3149	574863	595986
ENSOCUG00000008732	3149	771695	776389
ENSOCUG00000009253	3149	530299	542548
ENSOCUG00000013602	3149	790743	806110
ENSOCUG00000013618	3149	781011	789770
ENSOCUG00000014827	3149	472043	514837
ENSOCUG00000015182	3149	138073	252634
ENSOCUG00000015613	3149	267033	414422
ENSOCUG00000017674	3149	807133	817397
ENSOCUG00000022118	3149	862666	884418
ENSOCUG00000023583	3149	753418	753708
ENSOCUG00000026365	3149	599805	605195
ENSOCUG00000029022	3149	940494	941246
ENSOCUG00000029503	3149	404801	405837
ENSOCUG00000000017	3151	275658	295895
ENSOCUG00000000829	3151	713790	727117
ENSOCUG00000004380	3151	209757	221353
ENSOCUG00000004655	3151	847488	859286
